id,full_text,topic_id,topic_id_grouped,label
c_3af45afad5fb,"def drawboard(board, message):     displaysurf.fill(bgcolor)     if message:         textsurf, textrect = maketext(message, messagecolor, bgcolor, 5, 5)         displaysurf.blit(textsurf, textrect)      for tilex in range(len(board)):         for tiley in range(len(board[0])):             if board[tilex][tiley]:                 drawtile(tilex, tiley, board[tilex][tiley])      left, top = getlefttopoftile(0, 0)     width = boardwidth * tilesize     height = boardheight * tilesize     pygame.draw.rect(displaysurf, bordercolor, (left - 5, top - 5, width + 11, height + 11), 4)  lines 12 [244] to 15 [247] draw a border around the tiles. the top left corner of the boarder will be 5 pixels to the left and 5 pixels above the top left corner of the tile at board coordinates (0, 0). the width and height of the border are calculated from the number of tiles wide and high the board is (stored in the boardwidth and boardheight constants) multiplied by the size of the tiles (stored in the tilesize constant).  the rectangle we draw on line 15 [247] will have a thickness of 4 pixels, so we will move the boarder 5 pixels to the left and above where the top and left variables point so the thickness of the line won’t overlap the tiles. we will also add 11 to the width and length (5 of those 11 pixels are to compensate for moving the rectangle to the left and up).",t_c9c9192dd6c4,other,0
c_e5ca52a9a7de,"tess-india (teacher education through school-based support) aims to improve the classroom practices of elementary and secondary teachers in india through the provision of open educational resources (oers) to support teachers in developing student-centred, participatory approaches. the tess-india oers provide teachers with a companion to the school textbook. they offer activities for teachers to try out in their classrooms with their students, together with case studies showing how other teachers have taught the topic and linked resources to support teachers in developing their lesson plans and subject knowledge. the tess- india oers are supported by a set of ten key resources. these key resources, which apply to all subjects and levels, offer teachers further practical guidance on key practices in the pedagogy modelled in tess-india oer and india policy. they include ways of organising students, learning activities and teacher– student and student–student interactions. excerpts from these key resources will be inserted into the oers. they will also be available on the website for teachers and teacher educators. tess-india is led by the open university uk and funded by the uk government.  version 2.0  kr03v1  except for third party materials and otherwise stated, this content is made available under a creative commons attribution-sharealike licence: http://creativecommons.org/licenses/by-sa/3.0/  key resource; talk for learning  talk for learning why talk for learning is important talk is a part of human development that helps us to think, learn and make sense of the world. people use language as a tool for developing reasoning, knowledge and understanding. therefore, encouraging students to talk as part of their learning experiences will mean that their educational progress is enhanced. talking about the ideas being learnt means that:     those ideas are explored reasoning is developed and organised as such, students learn more.  in a classroom there are different ways to use student talk, ranging from rote repetition to higher-order discussions. traditionally, teacher talk was dominant and was more valued than students’ talk or knowledge. however, using talk for learning involves planning lessons so that students can talk more and learn more in a way that makes connections with their prior experience. it is much more than a question and answer session between the teacher and their students, in that the students’ own language, ideas, reasoning and interests are given more time. most of us want to talk to someone about a difficult issue or in order to find out something, and teachers can build on this instinct with well-planned activities.  planning talk for learning activities in the classroom planning talking activities is not just for literacy and vocabulary lessons; it is also part of planning mathematics and science work and other topics. it can be planned into whole class, pair or groupwork, outdoor activities, role play-based activities, writing, reading, practical investigations, and creative work. even young students with limited literacy and numeracy skills can demonstrate higher-order thinking skills if the task is designed to build on their prior experience and is enjoyable. for example, students can make predictions about a story, an animal or a shape from photos, drawings or real objects. students can list suggestions and possible solutions about problems to a puppet or character in a role play. plan the lesson around what you want the students to learn and think about, as well as what type of talk you want students to develop. some types of talk are exploratory, for example: ‘what could happen next?’, ‘have we seen this before?’, ‘what could this be?’ or ‘why do you think that is?’ other types of talk are more analytical, for example weighing up ideas, evidence or suggestions. try to make it interesting, enjoyable and possible for all students to participate in dialogue. students need to be comfortable and feel safe in expressing views and exploring ideas without fear of ridicule or being made to feel they are getting it wrong.  www.tess-india.edu.in  1  key resource: talk for learning  building on students’ talk talk for learning gives teachers opportunities to:     listen to what students say appreciate and build on students’ ideas encourage the students to take it further.  not all responses have to be written or formally assessed, because developing ideas through talk is a valuable part of learning. you should use their experiences and ideas as much as possible to make their learning feel relevant. the best student talk is exploratory, which means that the students explore and challenge one another’s ideas so that they can become confident about their responses. groups talking together should be encouraged not to just accept an answer, whoever gives it. you can model challenging thinking in a whole class setting through your use of probing questions like ‘why?’, ‘how did you decide that?’ or ‘can you see any problems with that solution?’ you can walk around the classroom listening to groups of students and extending their thinking by asking such questions. your students will be encouraged if their talk, ideas and experiences are valued and appreciated. praise your students for their behaviour when talking, listening carefully, questioning one another, and learning not to interrupt. be aware of members of the class who are marginalised and think about how you can ensure that they are included. it may take some time to establish ways of working that allow all students to participate fully.  encourage students to ask questions themselves develop a climate in your classroom where good challenging questions are asked and where students’ ideas are respected and praised. students will not ask questions if they are afraid of how they will be received or if they think their ideas are not valued. inviting students to ask the questions encourages them to show curiosity, asks them to think in a different way about their learning and helps you to understand their point of view. you could plan some regular group or pair work, or perhaps a ‘student question time’ so that students can raise queries or ask for clarification. you could:         entitle a section of your lesson ‘hands up if you have a question’ put a student in the hot-seat and encourage the other students to question that student as if they were a character, e.g. pythagoras or mirabai play a ‘tell me more’ game in pairs or small groups give students a question grid with who/what/where/when/why questions to practise basic enquiry give the students some data (such as the data available from the world data bank, e.g. the percentage of children in full-time education or exclusive breastfeeding rates for different countries), and ask them to think of questions you could ask about this data design a question wall listing the students’ questions of the week.  you may be pleasantly surprised at the level of interest and thinking that you see when students are freer to ask and answer questions that come from them. as students learn how to communicate more clearly and accurately, they not only increase their oral and written vocabulary, but they also develop new knowledge and skills.  2  www.tess-india.edu.in  key resource; talk for learning  acknowledgements this content is made available under a creative commons attribution-sharealike licence (http://creativecommons.org/licenses/by-sa/3.0/), unless identified otherwise. the licence excludes the use of the tess-india, ou and ukaid logos, which may only be used unadapted within the tess-india project. every effort has been made to contact copyright owners. if any have been inadvertently overlooked the publishers will be pleased to make the necessary arrangements at the first opportunity. key resources include contributions from: deborah cooper, beth erling, jo mutlow, clare lee, kris stutchbury, freda wolfenden and sandhya paranjpe.  www.tess-india.edu.in  3",t_e403b7c5480e,other,0
c_f34693553653,"much has been written in this text regarding the efficiency of various power amplifier topologies. while class a is known for its circuit layout simplicity, it is also known for its very low efficiency. class b and class ab, while more complex than class a, present serious improvements in efficiency. in spite of these improvements, the family of class b amplifiers can hardly be considered as exhibiting high efficiency. although not explicitly covered in this text, class g and h topologies are variations on class b and attempt to increase efficiency through the use of multiple sets of power supply rails or output devices, and in the process, tick the complexity up to another level.  the class d amplifier is perhaps the last word in amplifier efficiency. theoretically with ideal devices, the efficiency of the output stage approaches 100%. unlike the other amplifier forms, the transistors used in class d amplifiers never operate in the linear region; the output devices only operate as a switch, in either saturation or cutoff. high switching speed turns out to be a huge plus as it plays a major role in efficiency.  the increase in efficiency comes at a considerable increase in circuit complexity, however, for some applications this turns out to be a very good trade-off. as odd as it might at first seem, the two areas where class d topologies have taken root are at the opposite ends of the power output spectrum. the first area is perhaps the most obvious, mainly, very high output power amplifiers. an example might be an amplifier used as part of a large public address system and capable of delivering in excess of 1000 watts into a loudspeaker. high efficiency does two things here: first, it reduces the waste heat in the amplifier itself, and second, it reduces the current draw from the ac mains. both of these are serious issues in a pa system used to fill a stadium or large concert hall as there may be dozens of such amplifiers comprising the system. as a bonus, improved efficiency also leads to a lighter and small enclosure because the need for heat sink area and mass will be reduced, as will the size of the ac power supply transformer. these traits will also reduce production costs and help offset the design complexity cost. the advantages have become so great that, in recent years, class d designs dominate the high end professional audio power amplifier market as well as the very high power automotive audio market (here there is another system limitation working in favor of class d, and that's the limited current capacity of the vehicle's alternator to deliver current).  the second area where class d has found acceptance is for low power portable devices. examples include personal music devices, cell phones and hearing aids. output powers for these applications might range from tens of milliwatts up to a few watts, so excess heat is generally not a big problem except in the most compact of enclosures. what is a problem, though, is the energy budget. unlike a large pa amplifier that might pump out in excess of two horsepower, these portable devices do not have the luxury of running off of the ac mains with tens or even hundreds of amps of current capacity. instead, these devices are restricted to battery power and batteries can only store so much energy. for a given battery capacity, higher efficiency directly translates into longer battery life. another way of thinking about this is that, given a higher efficiency, a smaller battery can be used to achieve the same battery life, and this means that the unit can be both smaller and less expensive. of course, nothing says that we can't opt for a little of each.",t_254a7afea6ed,other,0
c_55601517bbe9,"- [voiceover] so, what is sinusitis? before we can answer that question, we should talk a little bit about anatomy. so, here i've drawn a couple faces, and we're going to superimpose the sinuses on these faces. so, the largest sinuses that you have in your face are called the maxillary sinuses, and they live on the side of your nose here, right underneath your eye. if you tap on that bone right underneath your eye, your cheekbone, you're tapping on the frontal wall of the maxillary sinus. when you're looking at somebody from the front, this is what they look like, and maxillary sinuses from the side are located about right here. so, another set of sinuses lives at the top of your nasal cavity, and it's composed of multiple little air cells, multiple little bony chambers that are filled with air. these are a little bit irregular, and everybody's are a little bit different, but they kind of look about like this. there's usually two layers or so of them, and these are called the ethmoid sinuses. these are also known as the ethmoid air cells. right behind the ethmoid air cells, and deeper back in your head, is a pair of larger sinuses called the sphenoid sinuses, and they live about right here. and another set of sinuses lives in your forehead, about like right here. it's kind of variable in shape, but kind of looks about like this, and these are called your frontal sinuses. and altogether these are known as the paranasal sinuses. the reason for that is because they're located adjacent to your nasal cavity, and the nasal cavity, as you might guess, sits right in the middle of your face, right about here. now your paranasal sinuses and your nasal cavity are all lined by a layer of tissue called mucosa, and that mucosa is contiguous throughout your paranasal sinus and nasal system. in other words, the same mucosa lines everything, and because of this fact, sinusitis is probably more accurately termed rhinosinusitis. and in the medical literature, it's referred to in both ways. so, quickly i'd like to show a real example of this anatomy by using a cat scan. so, i'm going to label some of the structures here on these two images of an actual patient's cat scan. the first image is a coronal image, which means it's like we're looking at a patient's face directly on. the second one is an axial image, and that's like we're taking a slice through the patient's sinuses here and looking only at that slice. so, just like in our cartoon drawing, we have the maxillary sinuses here under your eyes. we have the ethmoid air cells. we have the nasal cavity. and on our axial image here, you can see the maxillary sinuses here and the nasal cavity here, and the nasal cavity extends all the way forward. so, you can see it going out towards the patient's nose. so, we'll go back to our cartoon. and now that we have a good grasp of the anatomy involved, we can talk about what exactly rhinosinusitis is. so, the definition of rhinosinusitis is inflammation in one or more of these cavities. let's say, for instance, that the sphenoid sinus in this patient in this cartoon is inflamed. so, that mucosal tissue that lines that sphenoid sinus is going to become red and irritated and inflamed. and the first thing that most patients notice is going to be pain. now, that pain can be localized to the sinus in question, but it can also produce general pain, particularly in the case of the deep sinuses, like the ethmoid air cells and the sphenoid sinuses. that may just cause headache. with maxillary sinusitis, you can actually feel the pain in that particular maxillary sinus. in fact, if you tapped on it with your finger, that could produce tenderness. and another thing that happens when you get inflammation of the mucosa is that mucosa produces mucus, as you might expect. so, going back to our sphenoid sinusitis here, we will draw in a fluid layer here of mucus that's being produced, and that mucus has to go somewhere. and all of these sinuses are connected by little holes to the nasal cavity, and the purpose of those connections is to actually allow things to drain out. so, that mucus that's produced is going to drain out into the nasal cavity. now, there's really only two things that it can do, once it's in the nasal cavity. the first thing is to come out of your nose. so, people will notice nasal discharge. so, the other place that mucus can go is down into your throat. so, the back of your nose is connected with the back of your throat, and as that mucus leaks down into the back of your throat, it's irritating there as well, and that will cause you to cough, and when you lie down, it's particularly bad, and so the cough is often worse at night when you're trying to sleep. now, sometimes the inflammation is bad enough that patients will get a fever. that's not always the case. you can certainly have sinusitis without having a fever, but it is one of the reported things, and it tends to happen more often in cases that are worse. and this inflammation in the mucosa can also alter the way your body smells and tastes things. let's move this down, to give ourselves a little bit of space to write here. so, what are the causes of sinusitis? in adults, the vast majority of cases are caused by viruses. in fact, more than 98 percent of them. the remaining two percent are usually caused by bacteria, the common types of bacteria being streptococcus pneumoniae, haemophilus influenza, often abbreviated h. flu, and moraxella catarrhalis. there's a small population of people that can get fungal disease. that's not as common and tends to only happen in people who are immunosuppressed. there are some predisposing factors that make it more likely that you'll get sinusitis. if you have allergic rhinitis, that could make it easier for an infection to take hold. if you're exposed to cigarette or cigar smoke, either firsthand or secondhand. and there's certain anatomic variants that make it harder for sinuses to drain. like if the hole to one of the sinuses that leads to the nasal cavity is a little bit small, or if it's blocked by an extra large air cell, that can be a set up to get an infection. so, let's go back to a cat scan. this one's a little bit different. this time, the patient has acute sinusitis. here you can see in the maxillary sinus this liquid that's layering at the bottom here. you can see the fluid, and you can see sitting in the top, these little round bubbles as well. so, this is kind of a frothy fluid sitting in here. that's a definite sign of acute sinusitis. you can also see some fluid up here, in the ethmoid air cells, and a little bit of fluid sitting in the nasal cavity as well, but not a lot. you can also see some mild mucosal edema. i'll outline that for you here and here. sometimes the mucosal edema can get so bad that it will fill up the entire cavity. this particular patient, it's not so bad. but the fact that you can see it at all, at least in the maxillary sinuses and ethmoid air cells, means that it's inflamed. so, we're going to move this picture up a little bit, and we're going to use it to illustrate some of the potential complications of sinusitis. now, most of the time sinusitis is a self-limiting disease. the viral type will go away on its own, after a period of time, but the bacterial type tends to be a little bit more aggressive. so, you can see these structures in your face are really located in a pretty central and important area, and the complications of sinusitis are all related to spreading infection. so, there's lots of important bones here. so, if this infection was to spread into the maxillary bone, here for instance, or if it was to spread into here, that complication is called osteomyelitis, and that just means infection of the bone, and that can be a very difficult infection to treat. let's say this infection traveled from the ethmoid air cell here, through this very thin bone, and then spread into this cavity here. of course, that's where your brain likes to live. that's inside your skull at this point. so, now we're talking about an intracranial abscess, and, of course, that's a very major complication. that can cause all sorts of problems with the brain, if it gets up into the brain. if the infection spreads out into the soft tissues here, or here, or basically anywhere else, that is termed cellulitis. if the infection spreads this way, through the ethmoid air cells, into this cavity, that's your orbit. that's where your eyeball lives. that can be a super severe complication too. that can cause an intraorbital abscess or an orbital cellulitis. and there's all sorts of important arteries and veins that run through your head and neck, and if infection gets into them, it can cause infected clots or septic clots, and it can also travel to other parts of the body, and those are called septic emboli. now, all of these complications are much more common in severe disease, and severe disease is usually, but not always, bacterial. so, most people will try and treat bacterial sinusitis pretty aggressively. similarly, if your immune system isn't working properly, you can develop severe disease and are more prone to get these complications. but keep in mind that complications are rare. in fact, something on the order of 30 million people in the united states alone get sinusitis in any given year. that's a huge number, and only a tiny minority of them actually get these complications. most of them don't need treatment at all, and those that do get treated, usually respond very well.",t_5defe3fd182f,other,0
c_317410f0608c,"this prestigious garment follows a traditional design passed down through generations of indigenous alaskans. [see learning resources here.](https://smarthistory.org/seeing-america-2/resilience-robe/)      clarissa rizal, resilience robe, 2014, merino wool, 64 x 53 inches (portland art museum). speakers: lily hope and beth harris  (light music) - [beth] i'm in the portland art museum with lily hope looking at a beautiful chilkat robe, woven by her mother. - [lilly] this resilience robe is a modern take on an ancient design. chilkat weaving originates from the northwest coast, so she has elements of traditional bird with wings and a tail, and the claws, and the feathers coming down on the points of these wings. and then within that body of the bird is modern influences. - [beth] so for example i notice the letters anb on the left and ans on the right. so the alaska native brotherhood and the alaska native sisterhood, - [lilly] key in bringing about sovereignty, if you can say that. bringing about power, to the indigenous peoples so that we had a unified voice. - [beth] and we also see the logo of sealaska, right in the center. - [lilly] this was the original sealaska corporation design and that corporation is one of the 13 corporations in alaska who organized to support the indigenous peoples of southeast alaska. so the tlingit people have been around for thousands of years, and here we have, just the last 100 to 200 years, of these influences. we even have, in the very tail of this design, sealaska heritage institute's original logo. they support arts, education, and all sorts of support for alaska native artists and scholars. - [beth] and that education is so important because these are traditional ways of creating that must be passed down to new generations so that they're not lost. - [lilly] sealaska heritage institute is dedicated to perpetuating endangered art forms, chilkat weaving is one of them. - [beth] and your mother, clarissa rizal, learned this technique from someone who had practiced it for decades. and you, yourself are a weaver, carrying on this tradition. - [lily] trained under my mother. - [beth] and she learned from jennie thlunaut. who was this very revered weaver. - [lilly] jennie thlunaut wove over 90 large weavings in her lifetime, which is phenomenal. when you think about weavers taking a year or even a half or four years to finish one robe, and jennie wove 90. - [beth] we're not just talking about going down to the corner and buying some yarn. - [lilly] it's three or four months of preparation. - [beth] gathering the bark, treating it, shredding it, spinning it together with the wool, traditionally goats hair. the spinning is done on the thigh, really labor intensive. requires an enormous amount of skill and patience, i imagine. - [lilly] it is months of work. before you even get to hang your warp on your loom. and we call it a loom, but it's more of a frame. - [beth] normally we think about a loom as having warp, the vertical threads, attached at the top and the bottom and here, they're only attached at the top, which means that the weaver has to have an enormous amount of skill to keep the tension even as you're winding the weft through the warp. - [lilly] how you hold your hands makes all the difference in whether you have a wonky little weaving or if you have a nice firm fiber that's danceable. and this chilkat weaving uses four colors, black, yellow, turquoise and white. they would be commissioned by clan leaders or heads of the communities, and still are. you have to have a deep pocketbook for these robes. they are some of the most prestigious pieces of art you can own from the northwest coast. - [beth] our historians refer to this kind of pattern as form line design these ovoid and circular shapes. these black lines that get thin and thick. so these are very similar to the designs that one would see in wood carving, but here, adjusted for weaving. these are made by women where traditionally, the carving would be done by men. - [lilly] chilkat robes often hold the crests and clan emblems of the people of the northwest coast. - [beth] and i know that this robe features an eagle and a raven. both important animals in tlingit culture. - [lilly] so this robe is an eagle and a raven. we say it's moiety, which is a french anthropological term which means half and in tlingit culture you are an eagle or you are a raven and traditionally, you would marry your opposite. - [beth] and there's something very balanced about the robe. - [lilly] it's kind of perfect that way. she is embodied both the anb and the ans, the eagle and the raven. we have elements of not just strength in the tlingit people, in the people of south east alaska, but we also have the outside influence on these outer panels the gold panning that happened, the museums and schools that came in and helped us to fit in in the western world - [beth] and we also see ships. - [lilly] so we have the influences of trade on the north west coast from the russians, from the english coming over on their ships and they would bring us not just disease right, but buttons and wool blankets, so we get those influences which weren't all bad. there are probably 100's of people who know to chilkat weave and most of us practice it as a hobby. there are probably less than 10 of us who have the time and expertise to weave a full size robe. - [beth] the time involved to make a robe of this size is not something that everyone can afford or know how to do. - [lilly] it's a huge commitment, i just put my second robe on the loom and the overwhelming feeling of that, of okay this is what i'm doing for the next year and a half it's terrifying, and it's also so gratifying. - [beth] it looks like it's heavy to wear. - [lilly] it's seven or eight pounds of marino wool with sidobark spun into it and it's like a hug when you put it on. when it drapes over your shoulders, you want to move because that fringe dances around you at your knees, down to your calves and you just want to shake your shoulders back and forth and feel what that's like to move and bring it alive. there is such a spiritual power in these robes that we don't fully understand even now and we protect not just the wearer, but we protect the teachings and how to pass this information on. (light music)",t_cc341d6b6852,other,0
c_80f499de7c07,"one common pattern when you are developing a python program to connect to an sqlite database will be to run a python program and check the results using the database browser for sqlite. the browser allows you to quickly check to see if your program is working properly.  you must be careful because sqlite takes care to keep two programs from changing the same data at the same time. for example, if you open a database in the browser and make a change to the database and have not yet pressed the ""save"" button in the browser, the browser ""locks"" the database file and keeps any other program from accessing the file. in particular, your python program will not be able to access the file if it is locked.  so a solution is to make sure to either close the database browser or use the file menu to close the database in the browser before you attempt to access the database from python to avoid the problem of your python code failing because the database is locked.",t_5d0d78cdf940,other,0
c_b1bfdc7037f8,"the neumann problem (second boundary value problem) is to find a solution \(u\in c^2(\omega)\cap c^1(\overline{\omega})\) of \begin{eqnarray} \label{n1}\tag{7.3.2.1} \triangle u&amp;=&amp;0\ \ \mbox{in}\ \omega\\ \label{n2} \tag{7.3.2.2} \frac{\partial u}{\partial n}&amp;=&amp;\phi\ \ \mbox{on}\ \partial\omega, \end{eqnarray} where \(\phi\) is given and continuous on \(\partial\omega\).  proposition 7.5. assume \(\omega\) is bounded, then a solution to the dirichlet problem is in the class \(u\in c^2(\overline{\omega})\) uniquely determined up to a constant.  proof. exercise. hint: multiply the differential equation \(\triangle w=0\) by \(w\) and integrate the result over \(\omega\). another proof under the weaker assumption \(u\in c^1(\overline{\omega})\cap c^2(\omega)\) follows from the hopf boundary point lemma, see lecture notes: linear elliptic equations of second order, for instance.  contributors  prof. dr. erich miersemann (http://www.math.uni-leipzig.de/~miersemann/) (universität leipzig (http://www.math.uni-leipzig.de/cms/en/startseite/))  integrated by justin marshall.",t_d3713961ad05,other,0
c_e6e664a85465,"james garfield's proof of the pythagorean theorem.  what we're going to do in this video is study a proof of the pythagorean theorem that was first discovered, or as far as we know first discovered, by james garfield in 1876, and what's exciting about this is he was not a professional mathematician. you might know james garfield as the 20th president of the united states. he was elected president. he was elected in 1880, and then he became president in 1881. and he did this proof while he was a sitting member of the united states house of representatives. and what's exciting about that is that it shows that abraham lincoln was not the only us politician or not the only us president who was really into geometry. and what garfield realized is, if you construct a right triangle-- so i'm going to do my best attempt to construct one. so let me construct one right here. so let's say this side right over here is length b. let's say this side is length a, and let's say that this side, the hypotenuse of my right triangle, has length c. so i've just constructed enough a right triangle, and let me make it clear. it is a right triangle. he essentially flipped and rotated this right triangle to construct another one that is congruent to the first one. so let me construct that. so we're going to have length b, and it's collinear with length a. it's along the same line, i should say. they don't overlap with each other. so this is side of length b, and then you have a side of length-- let me draw a it so this will be a little bit taller-- side of length b. and then, you have your side of length a at a right angle. your side of length a comes in at a right angle. and then, you have your side of length c. so the first thing we need to think about is what's the angle between these two sides? what's this mystery angle? what's that mystery angle going to be? well, it looks like something, but let's see if we can prove to ourselves that it really is what we think it looks like. if we look at this original triangle and we call this angle ""theta,"" what's this angle over here, the angle that's between sides of length a and length c? what's the measure of this angle going to be? well, theta plus this angle have to add up to 90. because you add those two together, they add up to 90. and then, you have another 90. you're going to get 180 degrees for the interior angles of this triangle. so these two have to add up to 90. this angle is going to be 90 minus theta. well, if this triangle appears congruent-- and we've constructed it so it is congruent-- the corresponding angle to this one is this angle right over here. so this is also going to be theta, and this right over here is going to be 90 minus theta. so given that this is theta, this is 90 minus theta, what is our angle going to be? well, they all collectively go 180 degrees. so you have theta, plus 90 minus theta, plus our mystery angle is going to be equal to 180 degrees. the thetas cancel out. theta minus theta. and you have 90 plus our mystery angle is 180 degrees. subtract 90 from both sides, and you are left with your mystery angle equaling 90 degrees. so that all worked out well. so let me make that clear, and that's going to be useful for us in a second. it's going to be useful. so we can now say definitively that this is 90 degrees. this is a right angle. now, what we are going to do is we are going to construct a trapezoid. this side a is parallel to side b down here, the way it's been constructed, and this is just one side right over here. this goes straight up, and now let's just connect these two sides right over there. so there's a couple of ways to think about the area of this trapezoid. one is we could just think of it as a trapezoid and come up with its area, and then we could think about it as the sum of the areas of its components. so let's just first think of it as a trapezoid so what do we know about the area of a trapezoid? well, the area of a trapezoid is going to be the height of the trapezoid, which is a plus b. that's the height of the trapezoid. times-- the way i think of it-- the mean of the top and the bottom, or the average of the top and the bottom. since that's this times one half times a plus a plus b. and the intuition there, you're taking the height times the average of this bottom and the top. the average of the bottom and the top gives you the area of the trapezoid. now, how could we also figure out the area with its component parts? regardless of how we calculate the area, as long as we do correct things, we should come up with the same result. so how else can we come up with this area? well, we could say it's the area of the two right triangles. the area of each of them is one half a times b, but there's two of them. let me do that b in that same blue color. but there's two of these right triangle. so let's multiply by two. so two times one half ab. that takes into consideration this bottom right triangle and this top one. and what's the area of this large one that i will color in in green? what's the area of this large one? well, that's pretty straightforward. it's just one half c times c. so plus one half c times c, which is one half c squared. now, let's simplify this thing and see what we come up with, and you might guess where all of this is going. so let's see what we get. so we can rearrange this. let me rearrange this. so one half times a plus b squared is going to be equal to 2 times one half. well, that's just going to be one. so it's going to be equal to a times b, plus one half c squared. well, i don't like these one halfs laying around, so let's multiply both sides of this equation by 2. i'm just going to multiply both sides of this equation by 2. on the left-hand side, i'm just left with a plus b squared. so let me write that. and on the right-hand side, i am left with 2ab. trying to keep the color coding right. and then, 2 times one half c squared, that's just going to be c squared plus c squared. well, what happens if you multiply out a plus b times a plus b? what is a plus b squared? well, it's going to be a squared plus 2ab plus 2ab plus b squared. and then, our right-hand side it's going to be equal to all of this business. and changing all the colors is difficult for me, so let me copy and let me paste it. so it's still going to be equal to the right-hand side. well, this is interesting. how can we simplify this? is there anything that we can subtract from both sides? well, sure there is. you have a 2ab on the left-hand side. you have a 2ab on the right-hand side. let's subtract 2ab from both sides. if you subtract 2ab from both sides, what are you left with? you are left with the pythagorean theorem. so you're left with a squared plus b squared is equal to c squared. very, very exciting. and for that, we have to thank the 20th president of the united states, james garfield. this is really exciting. the pythagorean theorem, it was around for thousands of years before james garfield, and he was able to contribute just kind of fiddling around while he was a member of the us house of representatives.",t_a84bf654e92c,other,0
c_9176de2f9f29,"washington allston, _elijah in the desert_ , 1818, oil on canvas, 125.09 x 184.78 cm / 49 1/4 x 72 3/4 inches (museum of fine arts, boston)  (piano music) &gt;&gt; dr. steven zucker: one of the most interesting paintings by an american artist early in the nation's history is washington allston's ""elijah in the desert."" it's dark, it's brooding, it's melancholic, and it seems to emphasize the supernatural. these are all traits that are so at odds with most of the american painting that we know of from this period. &gt;&gt; dr. beth harris: that's true, but they were things that especially interested washington allston. he was very much a romantic. he was interested in the gothic and the supernatural and the creepy in all of its forms. &gt;&gt; dr. zucker: this is really creepy (laughs). &gt;&gt; dr. harris: it is. like so many american artists at the end of the 18th and early 19th century, he went to london. he learned the european methods. in fact, he exhibited at the paris salon. &gt;&gt; dr. zucker: he actually went to rome and spent a good deal of time with coleridge, spent time with john vanderlyn, another american artist, but importantly focused on the ruins in ancient rome. &gt;&gt; dr. harris: right. you can imagine him strolling through the ruins of rome in the moonlight. that activity suited his romantic sensibility. &gt;&gt; dr. zucker: we know that he was interested in the supernatural. just take a look at this painting. most prominent is this wonderful gnarl tree. it looks like it has lived an enormously long life and suffered and has finally, perhaps by lightning, been blasted and is now dead. as if that wasn't enough, there is this raven in its bow and then another down close to the figure of elijah himself, and of course, this is central to the story of elijah. &gt;&gt; dr. harris: right, where elijah is sent into the wilderness by god but cared for by god there by ravens who feed the prophet. this is from the bible, from the book of kings. allston was interested in these biblical subjects and using landscape as a means to convey these biblical stories, so this is as much a landscape or more a landscape than it is the biblical story. &gt;&gt; dr. zucker: it anticipates some of the ideas that developed back in the united states. that is, this notion that the landscape in america could convey ideas of redemption, could convey ideas of the ancient, could convey spiritual themes. &gt;&gt; dr. harris: right. we didn't have cathedrals and palaces, but we had our untouched landscape. we had landscape which could be interpreted in these emotional and moral ways. one way of also elevating landscape to a higher position in the subject matter of art is to place something significant happening within that landscape, like a biblical story or something heroic. otherwise, landscapes were actually the lowest kind of art, according to the academy. allston is really making a very serious landscape painting. this isn't simply a view of a landscape. &gt;&gt; dr. zucker: but it's not just a serious landscape subject. it's also a serious attempt to elevate painting from the united states. this is critical because if you think back to the kinds of paintings that were being done either during the colonial period or soon thereafter in the federalist period, you have painting that is generally portraiture. but here is an attempt to create a real narrative, something that's serious but also informed by the european tradition quite strongly. &gt;&gt; dr. harris: and you can see that, i think, in the color and the way that allston's painted this. he learned a glazing technique while in london, a way of applying paint in thin layers that really makes the color rich. &gt;&gt; dr. zucker: he was also especially in love with the work of veronese and of titian, and you can see the influence of the venetians in this painting. the color really is much more subtle than what we see in most american painting of this time. &gt;&gt; dr. harris: we can see that really in the clouds, in the mountains in the distance, in the highlights of the sun on that blasted tree in the foreground. so i think you're right. this moral, serious, biblical subject in this wild imaginative landscape is something a little bit at odds with american culture, its emphasis on the practical and the material. i think for a lot of artists in america in the early 19th century and also in the late 18th century, there was this conflict between wanting to create something very serious and meaningful and in a european tradition but also the needs of a more practical american culture. &gt;&gt; dr. zucker: maybe that's one of the reasons that this painting remained unsold for so long. &gt;&gt; dr. harris: perhaps. (piano music)",t_fad897d5b643,other,0
c_fb196083d66e,"when you are doing a complicated calculation involving difficult equations connecting several physical quantities, you , routinely, check the dimensions of  line in your calculation. if the equation does not balance dimensionally, you know immediately that you have made a mistake, and the dimensional imbalance may even give you a hint as to what the mistake is. if the equation does balance dimensionally, this, of course, does not guarantee that it is correct - you may, for example, have missed a dimensionless constant in the equation.  must  every  suppose that you have deduced (or have read in a book) that the period of oscillations of a torsion pendulum is \( p = 2 \pi \sqrt{\frac{i}{c}} \) , where \(i\) is the rotational inertia and \(c\) is the torsion constant. you have to check to see whether the dimensions of the right hand side are indeed that of time. we have \( \left[\sqrt{\frac{i}{c}}\right] = \sqrt{\frac{\text{ml}^2}{\text{ml}^2 \text{t}^{-2}}} \) , which does indeed come to t, and so the equation balances dimensionally.  contributor  jeremy tatum (university of victoria, canada) (http://astrowww.phys.uvic.ca/faculty/tatum/jbt.html)",t_dd9673da1e02,other,0
